,ticker,2025-03-31 00:00:00,2024-03-31 00:00:00,2023-03-31 00:00:00,2022-03-31 00:00:00,2021-03-31 00:00:00,2025-08-31 00:00:00,2024-08-31 00:00:00,2023-08-31 00:00:00,2022-08-31 00:00:00,2021-08-31 00:00:00
Net Investment Purchase And Sale,9022,-485359000000.0,-39319000000.0,274589000000.0,325252000000.0,,,,,,
Sale Of Investment,9022,935441000000.0,534580000000.0,376788000000.0,427354000000.0,,,,,,
Purchase Of Investment,9022,-1420800000000.0,-573899000000.0,-102199000000.0,-102102000000.0,,,,,,
Net Intangibles Purchase And Sale,9022,-12348000000.0,-12309000000.0,-26875000000.0,-34079000000.0,,,,,,
Purchase Of Intangibles,9022,-12348000000.0,-12309000000.0,-26875000000.0,-34079000000.0,,,,,,
Net PPE Purchase And Sale,9022,-452564000000.0,-391266000000.0,-427192000000.0,-450554000000.0,,,,,,
Purchase Of PPE,9022,-452564000000.0,-391266000000.0,-427192000000.0,-450554000000.0,,,,,,
Operating Cash Flow,9022,624550000000.0,672878000000.0,486706000000.0,71746000000.0,,,,,,
Taxes Refund Paid,9022,-160220000000.0,-58987000000.0,-6485000000.0,-79060000000.0,,,,,,
Interest Received Cfo,9022,10459000000.0,6719000000.0,6974000000.0,6052000000.0,,,,,,
Interest Paid Cfo,9022,-79077000000.0,-78842000000.0,-78867000000.0,-78816000000.0,,,,,,
Change In Working Capital,9022,-21803000000.0,-17665000000.0,-60625000000.0,-1827000000.0,,,,,,
Change In Other Current Assets,9022,5118000000.0,5627000000.0,6869000000.0,3618000000.0,,,,,,
Change In Payable,9022,-187000000.0,19321000000.0,7117000000.0,11582000000.0,,,,,,
Change In Inventory,9022,533000000.0,-3928000000.0,-2192000000.0,8090000000.0,,,,,,
Change In Receivables,9022,-24256000000.0,-33992000000.0,-37102000000.0,11123000000.0,,,,,,
Other Non Cash Items,9022,12976000000.0,48848000000.0,92730000000.0,77394000000.0,,,,,,
Depreciation And Amortization,9022,208042000000.0,216406000000.0,219614000000.0,207039000000.0,,,,,,
Depreciation,9022,208042000000.0,216406000000.0,219614000000.0,207039000000.0,,,,,,
Gain Loss On Investment Securities,9022,8912000000.0,11637000000.0,7405000000.0,7887000000.0,,,,,,
Net Income From Continuing Operations,9022,645875000000.0,545328000000.0,306132000000.0,-66745000000.0,,,,,,
Free Cash Flow,9104,360499000000.0,314202000000.0,549925000000.0,307637000000.0,,,,,,
Repurchase Of Capital Stock,9104,-70070000000.0,-445000000.0,,,,,,,,
Repayment Of Debt,9104,-186026000000.0,-123345000000.0,-175685000000.0,-272496000000.0,,,,,,
Issuance Of Debt,9104,596547000000.0,292727000000.0,76397000000.0,215205000000.0,,,,,,
End Cash Position,9104,155984000000.0,115519000000.0,91047000000.0,97135000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9104,8749000000.0,5953000000.0,36000000.0,1000000.0,,,,,,
Beginning Cash Position,9104,115519000000.0,91047000000.0,97135000000.0,83436000000.0,,,,,,
Effect Of Exchange Rate Changes,9104,4960000000.0,7460000000.0,7655000000.0,5295000000.0,,,,,,
Changes In Cash,9104,26756000000.0,11059000000.0,-13779000000.0,8403000000.0,,,,,,
Financing Cash Flow,9104,117060000000.0,49725000000.0,-281709000000.0,-191784000000.0,,,,,,
Net Other Financing Charges,9104,-16791000000.0,137829000000.0,-165159000000.0,-92149000000.0,,,,,,
Cash Dividends Paid,9104,-105082000000.0,-133674000000.0,-216094000000.0,-51996000000.0,,,,,,
Net Common Stock Issuance,9104,-70070000000.0,-445000000.0,,,,,,,,
Common Stock Payments,9104,-70070000000.0,-445000000.0,,,,,,,,
Net Issuance Payments Of Debt,9104,309257000000.0,46285000000.0,102009000000.0,-44026000000.0,,,,,,
Net Short Term Debt Issuance,9104,-101264000000.0,-123097000000.0,201297000000.0,13265000000.0,,,,,,
Net Long Term Debt Issuance,9104,410521000000.0,169382000000.0,-99288000000.0,-57291000000.0,,,,,,
Long Term Debt Payments,9104,-186026000000.0,-123345000000.0,-175685000000.0,-272496000000.0,,,,,,
Long Term Debt Issuance,9104,596547000000.0,292727000000.0,76397000000.0,215205000000.0,,,,,,
Investing Cash Flow,9104,-450803000000.0,-352868000000.0,-281995000000.0,-107450000000.0,,,,,,
Net Other Investing Changes,9104,-390522000000.0,-267053000000.0,-253491000000.0,-57669000000.0,,,,,,
Net Investment Purchase And Sale,9104,-45478000000.0,-91516000000.0,-8607000000.0,-52726000000.0,,,,,,
Sale Of Investment,9104,22465000000.0,22990000000.0,19961000000.0,23213000000.0,,,,,,
Purchase Of Investment,9104,-67943000000.0,-114506000000.0,-28568000000.0,-75939000000.0,,,,,,
Net Business Purchase And Sale,9104,-9712000000.0,-39025000000.0,-990000000.0,,,,,,,
Sale Of Business,9104,1886000000.0,25302000000.0,0.0,,,,,,,
Purchase Of Business,9104,-11598000000.0,-64327000000.0,-990000000.0,,,,,,,
Operating Cash Flow,9104,360499000000.0,314202000000.0,549925000000.0,307637000000.0,,,,,,
Taxes Refund Paid,9104,-53568000000.0,-25111000000.0,-19430000000.0,-6490000000.0,,,,,,
Interest Received Cfo,9104,165899000000.0,161920000000.0,393108000000.0,242193000000.0,,,,,,
Interest Paid Cfo,9104,-20415000000.0,-16709000000.0,-17608000000.0,-11560000000.0,,,,,,
Change In Working Capital,9104,-8568000000.0,-22606000000.0,-17081000000.0,-25207000000.0,,,,,,
Change In Payable,9104,-22566000000.0,8488000000.0,318000000.0,21033000000.0,,,,,,
Change In Inventory,9104,1433000000.0,-3124000000.0,-3896000000.0,-16095000000.0,,,,,,
Change In Receivables,9104,8656000000.0,-4369000000.0,-7774000000.0,-20353000000.0,,,,,,
Other Non Cash Items,9104,-34434000000.0,-62861000000.0,-14005000000.0,-31539000000.0,,,,,,
Provisionand Write Offof Assets,9104,,,0.0,1431000000.0,,,,,,
Depreciation And Amortization,9104,127576000000.0,102473000000.0,94660000000.0,86399000000.0,,,,,,
Depreciation,9104,127576000000.0,102473000000.0,94660000000.0,86399000000.0,,,,,,
Gain Loss On Investment Securities,9104,-17632000000.0,-13140000000.0,-9039000000.0,-14959000000.0,,,,,,
Net Foreign Currency Exchange Gain Loss,9104,54000000.0,-15188000000.0,-16720000000.0,-8369000000.0,,,,,,
Gain Loss On Sale Of PPE,9104,,,,1431000000.0,6217000000.0,,,,,
Gain Loss On Sale Of Business,9104,,-10044000000.0,1308000000.0,,,,,,,
Net Income From Continuing Operations,9104,452735000000.0,295417000000.0,819160000000.0,732993000000.0,,,,,,
Free Cash Flow,9202,117104000000.0,180153000000.0,332930000000.0,-209777000000.0,,,,,,
Repurchase Of Capital Stock,9202,,,,-16000000.0,,,,,,
Repayment Of Debt,9202,-144295000000.0,-114633000000.0,-132775000000.0,-72702000000.0,,,,,,
Issuance Of Debt,9202,15786000000.0,,0.0,169799000000.0,827988000000.0,,,,,
Issuance Of Capital Stock,9202,,,,,296197000000.0,,,,,
Capital Expenditure,9202,-255930000000.0,-240469000000.0,-116892000000.0,-133364000000.0,,,,,,
End Cash Position,9202,862718000000.0,1002512000000.0,1113481000000.0,621037000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9202,,,,-163000000.0,-236000000.0,,,,,
Beginning Cash Position,9202,1002512000000.0,1113481000000.0,882329000000.0,370322000000.0,,,,,,
Effect Of Exchange Rate Changes,9202,982000000.0,3979000000.0,2539000000.0,3626000000.0,,,,,,
Changes In Cash,9202,-140776000000.0,-114948000000.0,228613000000.0,247252000000.0,,,,,,
Financing Cash Flow,9202,-170154000000.0,-136045000000.0,-142909000000.0,93646000000.0,,,,,,
Net Other Financing Charges,9202,-8628000000.0,-1126000000.0,1545000000.0,-424000000.0,,,,,,
Cash Dividends Paid,9202,-23521000000.0,,,,,,,,,
Net Common Stock Issuance,9202,-38000000.0,-9339000000.0,-15000000.0,-16000000.0,,,,,,
Common Stock Payments,9202,,,,-16000000.0,,,,,,
Common Stock Issuance,9202,,,,,296197000000.0,,,,,
Net Issuance Payments Of Debt,9202,-135760000000.0,-122633000000.0,-140675000000.0,97097000000.0,,,,,,
Net Short Term Debt Issuance,9202,-7251000000.0,-8000000000.0,-7900000000.0,0.0,,,,,,
Net Long Term Debt Issuance,9202,-128509000000.0,-114633000000.0,-132775000000.0,97097000000.0,,,,,,
Long Term Debt Payments,9202,-144295000000.0,-114633000000.0,-132775000000.0,-72702000000.0,,,,,,
Long Term Debt Issuance,9202,15786000000.0,,0.0,169799000000.0,827988000000.0,,,,,
Investing Cash Flow,9202,-343656000000.0,-399525000000.0,-78300000000.0,230019000000.0,,,,,,
Net Other Investing Changes,9202,-919000000.0,-1795000000.0,-2146000000.0,-727000000.0,,,,,,
Net Investment Purchase And Sale,9202,-98759000000.0,-186432000000.0,-1979000000.0,277055000000.0,,,,,,
Sale Of Investment,9202,1295986000000.0,344311000000.0,153016000000.0,1189419000000.0,,,,,,
Purchase Of Investment,9202,-1394745000000.0,-530743000000.0,-154995000000.0,-912364000000.0,,,,,,
Net Intangibles Purchase And Sale,9202,-39071000000.0,-38403000000.0,-23442000000.0,-12773000000.0,,,,,,
Purchase Of Intangibles,9202,-39071000000.0,-38403000000.0,-23442000000.0,-12773000000.0,,,,,,
Net PPE Purchase And Sale,9202,-199304000000.0,-172895000000.0,-50733000000.0,-33536000000.0,,,,,,
Sale Of PPE,9202,17555000000.0,29171000000.0,42717000000.0,87055000000.0,,,,,,
Purchase Of PPE,9202,-216859000000.0,-202066000000.0,-93450000000.0,-120591000000.0,,,,,,
Operating Cash Flow,9202,373034000000.0,420622000000.0,449822000000.0,-76413000000.0,,,,,,
Taxes Refund Paid,9202,-5563000000.0,-1658000000.0,-3683000000.0,-5483000000.0,,,,,,
Interest Received Cfo,9202,5762000000.0,3563000000.0,2202000000.0,1682000000.0,,,,,,
Interest Paid Cfo,9202,-23061000000.0,-23419000000.0,-24990000000.0,-26081000000.0,,,,,,
Change In Working Capital,9202,41252000000.0,56821000000.0,145781000000.0,-4925000000.0,,,,,,
Change In Other Current Liabilities,9202,,1554000000.0,2906000000.0,664000000.0,-44000000.0,,,,,
Change In Other Current Assets,9202,66726000000.0,26158000000.0,143280000000.0,36132000000.0,,,,,,
Change In Payable,9202,-825000000.0,62539000000.0,35612000000.0,2473000000.0,,,,,,
Change In Receivables,9202,-29566000000.0,-33419000000.0,-36523000000.0,-44964000000.0,,,,,,
Other Non Cash Items,9202,6454000000.0,34830000000.0,68102000000.0,-39274000000.0,,,,,,
Depreciation And Amortization,9202,150660000000.0,144431000000.0,150385000000.0,159621000000.0,,,,,,
Amortization Cash Flow,9202,2001000000.0,2116000000.0,2115000000.0,2116000000.0,,,,,,
Depreciation,9202,148659000000.0,142315000000.0,148270000000.0,157505000000.0,,,,,,
Gain Loss On Investment Securities,9202,-404000000.0,2818000000.0,841000000.0,-2941000000.0,,,,,,
Net Foreign Currency Exchange Gain Loss,9202,-5063000000.0,-4268000000.0,-4335000000.0,-3404000000.0,,,,,,
Gain Loss On Sale Of PPE,9202,6431000000.0,2651000000.0,-6123000000.0,-15637000000.0,,,,,,
Net Income From Continuing Operations,9202,196566000000.0,204838000000.0,114342000000.0,-175374000000.0,,,,,,
Free Cash Flow,9301,29622000000.0,41768000000.0,40488000000.0,36216000000.0,,,,,,
Repurchase Of Capital Stock,9301,-20052000000.0,-10028000000.0,-10028000000.0,-5018000000.0,,,,,,
Repayment Of Debt,9301,-9564000000.0,-38157000000.0,-25692000000.0,-22191000000.0,,,,,,
Issuance Of Debt,9301,1510000000.0,42770000000.0,27896000000.0,17646000000.0,,,,,,
End Cash Position,9301,61006000000.0,58444000000.0,62297000000.0,52505000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9301,1000000.0,,,-1000000.0,,,,,,
Beginning Cash Position,9301,58444000000.0,62297000000.0,52505000000.0,61367000000.0,,,,,,
Effect Of Exchange Rate Changes,9301,1627000000.0,714000000.0,750000000.0,662000000.0,,,,,,
Changes In Cash,9301,934000000.0,-4567000000.0,9042000000.0,-9523000000.0,,,,,,
Financing Cash Flow,9301,-44188000000.0,-14858000000.0,-17067000000.0,-16518000000.0,,,,,,
Net Other Financing Charges,9301,-4842000000.0,-1739000000.0,-2651000000.0,-1312000000.0,,,,,,
Cash Dividends Paid,9301,-11240000000.0,-7704000000.0,-6592000000.0,-5643000000.0,,,,,,
Common Stock Dividend Paid,9301,-11240000000.0,-7704000000.0,-6592000000.0,-5643000000.0,,,,,,
Net Common Stock Issuance,9301,-20052000000.0,-10028000000.0,-10028000000.0,-5018000000.0,,,,,,
Common Stock Payments,9301,-20052000000.0,-10028000000.0,-10028000000.0,-5018000000.0,,,,,,
Net Issuance Payments Of Debt,9301,-8054000000.0,4613000000.0,2204000000.0,-4545000000.0,,,,,,
Net Short Term Debt Issuance,9301,780000000.0,-4162000000.0,-2697000000.0,638000000.0,,,,,,
Short Term Debt Payments,9301,-730000000.0,-26052000000.0,-13093000000.0,-16358000000.0,,,,,,
Short Term Debt Issuance,9301,1510000000.0,21890000000.0,10396000000.0,16996000000.0,,,,,,
Net Long Term Debt Issuance,9301,-8834000000.0,8775000000.0,4901000000.0,-5183000000.0,,,,,,
Long Term Debt Payments,9301,-8834000000.0,-12105000000.0,-12599000000.0,-5833000000.0,,,,,,
Long Term Debt Issuance,9301,0.0,20880000000.0,17500000000.0,650000000.0,,,,,,
Investing Cash Flow,9301,15500000000.0,-31477000000.0,-14379000000.0,-29221000000.0,,,,,,
Net Other Investing Changes,9301,-5685000000.0,-18121000000.0,-15522000000.0,-35845000000.0,,,,,,
Net Investment Purchase And Sale,9301,21169000000.0,6754000000.0,1107000000.0,6614000000.0,,,,,,
Sale Of Investment,9301,34895000000.0,18289000000.0,12254000000.0,7807000000.0,,,,,,
Purchase Of Investment,9301,-13726000000.0,-11535000000.0,-11147000000.0,-1193000000.0,,,,,,
Net Business Purchase And Sale,9301,0.0,-20251000000.0,0.0,,,,,,,
Purchase Of Business,9301,0.0,-20251000000.0,0.0,,,,,,,
Operating Cash Flow,9301,29622000000.0,41768000000.0,40488000000.0,36216000000.0,,,,,,
Taxes Refund Paid,9301,-13365000000.0,-10347000000.0,-8319000000.0,-7425000000.0,,,,,,
Interest Received Cfo,9301,5649000000.0,5755000000.0,6539000000.0,5198000000.0,,,,,,
Interest Paid Cfo,9301,-875000000.0,-578000000.0,-523000000.0,-585000000.0,,,,,,
Change In Working Capital,9301,1871000000.0,12009000000.0,3805000000.0,2055000000.0,,,,,,
Change In Other Current Liabilities,9301,,,,,-1972000000.0,,,,,
Change In Other Current Assets,9301,-2049000000.0,8565000000.0,1178000000.0,,,,,,,
Change In Payable,9301,-2598000000.0,-2217000000.0,4275000000.0,-1634000000.0,,,,,,
Change In Prepaid Assets,9301,-417000000.0,1911000000.0,-12000000.0,773000000.0,,,,,,
Change In Inventory,9301,5920000000.0,-1849000000.0,1828000000.0,5282000000.0,,,,,,
Change In Receivables,9301,1480000000.0,6385000000.0,-4020000000.0,-1914000000.0,,,,,,
Other Non Cash Items,9301,-4917000000.0,-4255000000.0,-5282000000.0,-5186000000.0,,,,,,
Depreciation And Amortization,9301,17694000000.0,16037000000.0,15714000000.0,15465000000.0,,,,,,
Depreciation,9301,17694000000.0,16037000000.0,15714000000.0,15465000000.0,,,,,,
Gain Loss On Investment Securities,9301,-31341000000.0,-15054000000.0,-11147000000.0,-3454000000.0,,,,,,
Net Income From Continuing Operations,9301,49224000000.0,39170000000.0,40951000000.0,25924000000.0,,,,,,
Free Cash Flow,9432,231739000000.0,290155000000.0,409134000000.0,1252212000000.0,,,,,,
Repurchase Of Capital Stock,9432,,,,-253685000000.0,-250244000000.0,,,,,
Repayment Of Debt,9432,-966690000000.0,-626451000000.0,-693427000000.0,-401905000000.0,,,,,,
Issuance Of Debt,9432,1540780000000.0,1085358000000.0,1090877000000.0,1716162000000.0,,,,,,
Issuance Of Capital Stock,9432,,,,58000000.0,200026000000.0,,,,,
Capital Expenditure,9432,-2132292000000.0,-2084004000000.0,-1851879000000.0,-1758045000000.0,,,,,,
End Cash Position,9432,1000994000000.0,982874000000.0,793920000000.0,834564000000.0,,,,,,
Beginning Cash Position,9432,982874000000.0,793920000000.0,834564000000.0,935727000000.0,,,,,,
Effect Of Exchange Rate Changes,9432,-3240000000.0,38484000000.0,25452000000.0,25862000000.0,,,,,,
Changes In Cash,9432,21360000000.0,150470000000.0,-66096000000.0,-127025000000.0,,,,,,
Financing Cash Flow,9432,-343027000000.0,-234454000000.0,-590197000000.0,-1438130000000.0,,,,,,
Net Other Financing Charges,9432,9315000000.0,51665000000.0,-108512000000.0,-15973000000.0,,,,,,
Cash Dividends Paid,9432,-436766000000.0,-417438000000.0,-419525000000.0,-396963000000.0,,,,,,
Common Stock Dividend Paid,9432,-436766000000.0,-417438000000.0,-419525000000.0,-396963000000.0,,,,,,
Net Common Stock Issuance,9432,-202381000000.0,-200388000000.0,-511070000000.0,-253627000000.0,,,,,,
Common Stock Payments,9432,,,,-253685000000.0,-250244000000.0,,,,,
Common Stock Issuance,9432,,,,58000000.0,200026000000.0,,,,,
Net Issuance Payments Of Debt,9432,572135000000.0,593435000000.0,693014000000.0,-545850000000.0,,,,,,
Net Short Term Debt Issuance,9432,-1955000000.0,134528000000.0,295564000000.0,-1860107000000.0,,,,,,
Net Long Term Debt Issuance,9432,574090000000.0,458907000000.0,397450000000.0,1314257000000.0,,,,,,
Long Term Debt Payments,9432,-966690000000.0,-626451000000.0,-693427000000.0,-401905000000.0,,,,,,
Long Term Debt Issuance,9432,1540780000000.0,1085358000000.0,1090877000000.0,1716162000000.0,,,,,,
Investing Cash Flow,9432,-1999644000000.0,-1989235000000.0,-1736912000000.0,-1699152000000.0,,,,,,
Net Other Investing Changes,9432,-23036000000.0,-24676000000.0,735000000.0,77001000000.0,,,,,,
Net Investment Purchase And Sale,9432,76336000000.0,57950000000.0,32649000000.0,61360000000.0,,,,,,
Sale Of Investment,9432,187980000000.0,148558000000.0,109153000000.0,187198000000.0,,,,,,
Purchase Of Investment,9432,-111644000000.0,-90608000000.0,-76504000000.0,-125838000000.0,,,,,,
Net Business Purchase And Sale,9432,-19704000000.0,-212656000000.0,-26970000000.0,-105811000000.0,,,,,,
Sale Of Business,9432,65129000000.0,167857000000.0,54675000000.0,15936000000.0,,,,,,
Purchase Of Business,9432,-84833000000.0,-380513000000.0,-81645000000.0,-121747000000.0,,,,,,
Net PPE Purchase And Sale,9432,-2044684000000.0,-1823793000000.0,-1760663000000.0,-1758045000000.0,,,,,,
Sale Of PPE,9432,87608000000.0,260211000000.0,91216000000.0,,,,,,,
Purchase Of PPE,9432,-2132292000000.0,-2084004000000.0,-1851879000000.0,-1758045000000.0,,,,,,
Operating Cash Flow,9432,2364031000000.0,2374159000000.0,2261013000000.0,3010257000000.0,,,,,,
Taxes Refund Paid,9432,-387862000000.0,-485605000000.0,-738358000000.0,-434264000000.0,,,,,,
Interest Received Cfo,9432,108253000000.0,105206000000.0,95023000000.0,79703000000.0,,,,,,
Interest Paid Cfo,9432,-140432000000.0,-88666000000.0,-67224000000.0,-47858000000.0,,,,,,
Change In Working Capital,9432,-565479000000.0,-677251000000.0,-470165000000.0,67965000000.0,,,,,,
Change In Other Current Liabilities,9432,-17852000000.0,63851000000.0,-14985000000.0,42502000000.0,,,,,,
Change In Other Current Assets,9432,-79807000000.0,-62211000000.0,-33609000000.0,-10421000000.0,,,,,,
Change In Payable,9432,-66937000000.0,27848000000.0,252070000000.0,137551000000.0,,,,,,
Change In Inventory,9432,-86181000000.0,-51819000000.0,-140858000000.0,-86559000000.0,,,,,,
Change In Receivables,9432,-249984000000.0,-586516000000.0,-469139000000.0,828000000.0,,,,,,
Other Non Cash Items,9432,49724000000.0,1478000000.0,37219000000.0,-61066000000.0,,,,,,
Deferred Tax,9432,482261000000.0,635338000000.0,524923000000.0,539531000000.0,,,,,,
Depreciation And Amortization,9432,1722035000000.0,1628586000000.0,1582625000000.0,1561183000000.0,,,,,,
Depreciation,9432,1722035000000.0,1628586000000.0,1582625000000.0,1561183000000.0,,,,,,
Gain Loss On Sale Of PPE,9432,18516000000.0,-80312000000.0,2259000000.0,30728000000.0,,,,,,
Net Income From Continuing Operations,9432,1082435000000.0,1345119000000.0,1292756000000.0,1255994000000.0,,,,,,
Free Cash Flow,9433,566111000000.0,956968000000.0,444744000000.0,793081000000.0,,,,,,
Repurchase Of Capital Stock,9433,-400001000000.0,-300000000000.0,-250152000000.0,-213763000000.0,,,,,,
Repayment Of Debt,9433,-213698000000.0,-219020000000.0,-200500000000.0,-73375000000.0,,,,,,
Issuance Of Debt,9433,982500000000.0,416000000000.0,200000000000.0,0.0,,,,,,
Issuance Of Capital Stock,9433,0.0,0.0,0.0,0.0,,,,,,
Capital Expenditure,9433,-682931000000.0,-749530000000.0,-634125000000.0,-675567000000.0,,,,,,
End Cash Position,9433,921175000000.0,887207000000.0,480252000000.0,796613000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9433,-1000000.0,,,1000000.0,,,,,,
Beginning Cash Position,9433,887207000000.0,480252000000.0,796613000000.0,809802000000.0,,,,,,
Effect Of Exchange Rate Changes,9433,-1415000000.0,9367000000.0,7087000000.0,7012000000.0,,,,,,
Changes In Cash,9433,35384000000.0,397588000000.0,-323448000000.0,-20202000000.0,,,,,,
Financing Cash Flow,9433,-33555000000.0,-476477000000.0,-669837000000.0,-727257000000.0,,,,,,
Net Other Financing Charges,9433,-108162000000.0,763000000.0,-6953000000.0,-5762000000.0,,,,,,
Cash Dividends Paid,9433,-286885000000.0,-297575000000.0,-287117000000.0,-271362000000.0,,,,,,
Common Stock Dividend Paid,9433,-286885000000.0,-297575000000.0,-287117000000.0,-271362000000.0,,,,,,
Net Common Stock Issuance,9433,-400001000000.0,-300000000000.0,-250152000000.0,-213763000000.0,,,,,,
Common Stock Payments,9433,-400001000000.0,-300000000000.0,-250152000000.0,-213763000000.0,,,,,,
Common Stock Issuance,9433,0.0,0.0,0.0,0.0,,,,,,
Net Issuance Payments Of Debt,9433,951833000000.0,320606000000.0,49483000000.0,-73358000000.0,,,,,,
Net Short Term Debt Issuance,9433,183031000000.0,123626000000.0,49983000000.0,17000000.0,,,,,,
Net Long Term Debt Issuance,9433,768802000000.0,196980000000.0,-500000000.0,-73375000000.0,,,,,,
Long Term Debt Payments,9433,-213698000000.0,-219020000000.0,-200500000000.0,-73375000000.0,,,,,,
Long Term Debt Issuance,9433,982500000000.0,416000000000.0,200000000000.0,0.0,,,,,,
Investing Cash Flow,9433,-1180103000000.0,-832433000000.0,-732480000000.0,-761593000000.0,,,,,,
Net Other Investing Changes,9433,-26247000000.0,-9850000000.0,-11297000000.0,-12015000000.0,,,,,,
Net Investment Purchase And Sale,9433,-41883000000.0,-95890000000.0,-80965000000.0,-67750000000.0,,,,,,
Sale Of Investment,9433,95551000000.0,333019000000.0,313403000000.0,284465000000.0,,,,,,
Purchase Of Investment,9433,-137434000000.0,-428909000000.0,-394368000000.0,-352215000000.0,,,,,,
Net Business Purchase And Sale,9433,-429590000000.0,22424000000.0,-9847000000.0,-8379000000.0,,,,,,
Sale Of Business,9433,96724000000.0,30931000000.0,0.0,1595000000.0,,,,,,
Purchase Of Business,9433,-526314000000.0,-8507000000.0,-9847000000.0,-9974000000.0,,,,,,
Net Intangibles Purchase And Sale,9433,-281984000000.0,-225590000000.0,-239473000000.0,-249767000000.0,,,,,,
Purchase Of Intangibles,9433,-281984000000.0,-225590000000.0,-239473000000.0,-249767000000.0,,,,,,
Net PPE Purchase And Sale,9433,-400399000000.0,-523527000000.0,-390898000000.0,-423682000000.0,,,,,,
Sale Of PPE,9433,548000000.0,413000000.0,3754000000.0,2118000000.0,,,,,,
Purchase Of PPE,9433,-400947000000.0,-523940000000.0,-394652000000.0,-425800000000.0,,,,,,
Operating Cash Flow,9433,1249042000000.0,1706498000000.0,1078869000000.0,1468648000000.0,,,,,,
Taxes Refund Paid,9433,-305585000000.0,-272617000000.0,-289525000000.0,-367127000000.0,,,,,,
Interest Received Cfo,9433,16036000000.0,11903000000.0,13468000000.0,10620000000.0,,,,,,
Interest Paid Cfo,9433,-14985000000.0,-8526000000.0,-6768000000.0,-6499000000.0,,,,,,
Change In Working Capital,9433,-50639000000.0,277347000000.0,-310593000000.0,128003000000.0,,,,,,
Change In Other Current Liabilities,9433,-37093000000.0,37972000000.0,-141348000000.0,25532000000.0,,,,,,
Change In Other Current Assets,9433,-7561000000.0,76861000000.0,225921000000.0,-6357000000.0,,,,,,
Change In Payable,9433,94060000000.0,78290000000.0,5396000000.0,16403000000.0,,,,,,
Change In Prepaid Assets,9433,737249000000.0,1108586000000.0,500047000000.0,367415000000.0,,,,,,
Change In Inventory,9433,-36441000000.0,7635000000.0,-24421000000.0,-4577000000.0,,,,,,
Change In Receivables,9433,-800248000000.0,-1031264000000.0,-875431000000.0,-270800000000.0,,,,,,
Other Non Cash Items,9433,-57164000000.0,-80834000000.0,-102719000000.0,-84452000000.0,,,,,,
Provisionand Write Offof Assets,9433,-106457000000.0,100067000000.0,3772000000.0,,,,,,,
Depreciation And Amortization,9433,686788000000.0,687349000000.0,697152000000.0,728101000000.0,,,,,,
Depreciation,9433,686788000000.0,687349000000.0,697152000000.0,728101000000.0,,,,,,
Gain Loss On Sale Of PPE,9433,134000000.0,-579000000.0,-1581000000.0,-1393000000.0,,,,,,
Net Income From Continuing Operations,9433,1104625000000.0,992725000000.0,1079523000000.0,1064497000000.0,,,,,,
Free Cash Flow,9501,361249000000.0,673017000000.0,-75673000000.0,406493000000.0,,,,,,
Repayment Of Debt,9501,-6026745000000.0,-5916070000000.0,-4886262000000.0,-4598351000000.0,,,,,,
Issuance Of Debt,9501,6234322000000.0,6459674000000.0,5200809000000.0,5147841000000.0,,,,,,
End Cash Position,9501,926455000000.0,1235128000000.0,717357000000.0,861825000000.0,,,,,,
Other Cash Adjustment Outside Changein Cash,9501,-6572000000.0,,1000000.0,2000000.0,-2000000.0,,,,,
Beginning Cash Position,9501,1235128000000.0,717357000000.0,861825000000.0,454307000000.0,,,,,,
Effect Of Exchange Rate Changes,9501,1690000000.0,2045000000.0,62000000.0,218000000.0,,,,,,
Changes In Cash,9501,-303791000000.0,515726000000.0,-144531000000.0,407298000000.0,,,,,,
Financing Cash Flow,9501,194169000000.0,541499000000.0,319984000000.0,560596000000.0,,,,,,
Net Other Financing Charges,9501,-13408000000.0,-2105000000.0,5437000000.0,11106000000.0,,,,,,
Net Issuance Payments Of Debt,9501,207577000000.0,543604000000.0,314547000000.0,549490000000.0,,,,,,
Net Short Term Debt Issuance,9501,236623000000.0,451041000000.0,34503000000.0,202453000000.0,,,,,,
Short Term Debt Payments,9501,-5511051000000.0,-5345133000000.0,-4386662000000.0,-4200387000000.0,,,,,,
Short Term Debt Issuance,9501,5747674000000.0,5796174000000.0,4421165000000.0,4402840000000.0,,,,,,
Net Long Term Debt Issuance,9501,-29046000000.0,92563000000.0,280044000000.0,347037000000.0,,,,,,
Long Term Debt Payments,9501,-515694000000.0,-570937000000.0,-499600000000.0,-397964000000.0,,,,,,
Long Term Debt Issuance,9501,486648000000.0,663500000000.0,779644000000.0,745001000000.0,,,,,,
Investing Cash Flow,9501,-859209000000.0,-698790000000.0,-388842000000.0,-559791000000.0,,,,,,
Net Other Investing Changes,9501,-827663000000.0,-689141000000.0,-548228000000.0,-525947000000.0,,,,,,
Net Business Purchase And Sale,9501,,0.0,-18501000000.0,-1424000000.0,,,,,,
Purchase Of Business,9501,,0.0,-18501000000.0,-1424000000.0,,,,,,
Operating Cash Flow,9501,361249000000.0,673017000000.0,-75673000000.0,406493000000.0,,,,,,
Taxes Refund Paid,9501,-15067000000.0,18651000000.0,4840000000.0,-26686000000.0,,,,,,
